shipment_ref,origin_port,destination_port,distance_km,transit_time_days,container_type,cargo_type,weight_kg,volume_cbm,carrier_tier,departure_month,seasonality_index,brent_fuel_index,market_demand_factor,actual_freight_price_usd
SHP-14480,Santos,Rotterdam,10149.9,18,LCL_Consolidated,Perishable_Reefer,2729.3,11.3,Tier_1_Alliance,4,1.05,84.6,1.03,3479.27
SHP-14481,Shanghai,Los Angeles,10527.4,14,40ft_HighCube,Hazardous_Chemicals,15164.9,74.6,Tier_1_Alliance,9,1.25,91.3,1.09,12318.09
SHP-14482,Chennai,Rotterdam,11532.7,23,40ft_Standard,Hazardous_Chemicals,16769.7,57.4,Tier_1_Alliance,6,1.05,83.2,0.94,8024.58
SHP-14483,Singapore,Dubai,5819.7,13,20ft_Standard,General_Dry,4796.7,27.1,Tier_3_Spot,8,1.25,103.1,1.19,3905.76
SHP-14484,Santos,Rotterdam,10236.1,17,40ft_Standard,Automotive,22748.5,42.5,Tier_3_Spot,6,1.05,90.7,1.03,5543.11
SHP-14485,Busan,Long Beach,9301.6,12,40ft_Standard,Perishable_Reefer,9322.7,63.4,Tier_2_Regional,8,1.25,97.1,1.37,11060.56
SHP-14486,Hamburg,Singapore,15829.4,25,40ft_Standard,Automotive,22995.2,38.1,Tier_1_Alliance,8,1.25,82.1,1.14,9486.6
SHP-14487,Singapore,Dubai,5802.8,13,20ft_Standard,Textiles,3518.3,29.4,Tier_1_Alliance,9,1.25,93.4,0.97,3644.82
SHP-14488,Singapore,Fremantle,3927.0,10,40ft_HighCube,General_Dry,21118.9,57.1,Tier_3_Spot,9,1.25,99.0,0.9,5146.35
SHP-14489,Busan,Long Beach,9413.0,15,LCL_Consolidated,Hazardous_Chemicals,1070.4,7.0,Tier_2_Regional,6,1.05,92.0,1.4,4344.64
SHP-14490,Tokyo,Los Angeles,8702.9,11,40ft_Standard,Automotive,13764.4,40.7,Tier_2_Regional,7,1.05,73.6,0.89,4439.7
SHP-14491,Chennai,Rotterdam,11473.0,25,20ft_Standard,Textiles,18534.1,28.8,Tier_1_Alliance,9,1.25,72.5,1.26,6490.42
SHP-14492,Chennai,Rotterdam,11400.1,22,LCL_Consolidated,Automotive,2957.7,6.8,Tier_1_Alliance,9,1.25,98.5,1.22,4386.05
SHP-14493,Busan,Long Beach,9431.1,13,20ft_Standard,Electronics,11177.5,16.1,Tier_1_Alliance,9,1.25,74.3,1.29,6086.46
SHP-14494,Singapore,Fremantle,3947.6,8,40ft_Standard,Textiles,16412.8,65.2,Tier_3_Spot,7,1.05,78.0,1.08,4710.51
SHP-14495,Nhava Sheva,New York,14169.7,25,20ft_Standard,Perishable_Reefer,18091.0,27.2,Tier_1_Alliance,3,1.05,88.4,0.95,6154.59
SHP-14496,Santos,Rotterdam,10133.3,21,40ft_HighCube,Electronics,20054.9,51.7,Tier_3_Spot,9,1.25,99.7,1.01,7378.73
SHP-14497,Singapore,Fremantle,3833.5,10,40ft_Standard,Automotive,21884.5,55.4,Tier_3_Spot,9,1.25,89.5,1.23,7032.37
SHP-14498,Singapore,Fremantle,3864.8,11,20ft_Standard,General_Dry,5534.3,28.9,Tier_3_Spot,4,1.05,105.8,1.07,2675.06
SHP-14499,Tokyo,Los Angeles,8800.8,13,40ft_Standard,Automotive,11979.2,47.8,Tier_3_Spot,4,1.05,95.3,1.32,6469.65
SHP-14500,Nhava Sheva,New York,14277.5,25,20ft_Standard,Hazardous_Chemicals,20280.5,25.0,Tier_2_Regional,6,1.05,79.5,1.26,7765.77
SHP-14501,Shanghai,Los Angeles,10517.4,13,40ft_HighCube,Textiles,20826.1,68.5,Tier_3_Spot,11,1.05,102.9,1.38,8034.52
SHP-14502,Singapore,Dubai,5812.9,12,40ft_HighCube,Textiles,12822.9,46.3,Tier_3_Spot,8,1.25,93.4,1.37,7367.21
SHP-14503,Singapore,Fremantle,3936.4,7,40ft_HighCube,Hazardous_Chemicals,26598.5,47.5,Tier_2_Regional,2,0.9,92.2,1.21,7596.77
SHP-14504,Nhava Sheva,New York,14194.6,26,40ft_HighCube,Hazardous_Chemicals,15415.3,67.9,Tier_3_Spot,5,1.05,93.1,0.9,7694.61
SHP-14505,Chennai,Rotterdam,11515.3,22,LCL_Consolidated,Electronics,4600.9,8.2,Tier_3_Spot,7,1.05,84.5,1.17,3154.33
SHP-14506,Chennai,Rotterdam,11596.0,24,40ft_Standard,General_Dry,18034.1,56.2,Tier_1_Alliance,6,1.05,88.4,0.89,5370.49
SHP-14507,Singapore,Fremantle,3980.7,9,40ft_Standard,Textiles,25898.0,49.3,Tier_3_Spot,11,1.05,77.3,1.37,5996.37
SHP-14508,Shanghai,Los Angeles,10466.0,15,LCL_Consolidated,Automotive,3659.9,8.6,Tier_1_Alliance,7,1.05,101.4,1.27,3839.79
SHP-14509,Chennai,Rotterdam,11420.8,25,20ft_Standard,Electronics,9843.2,17.7,Tier_1_Alliance,12,1.05,78.7,1.22,5260.41
SHP-14510,Santos,Rotterdam,10157.1,20,20ft_Standard,General_Dry,20515.7,21.2,Tier_1_Alliance,10,1.25,96.9,1.09,5460.76
SHP-14511,Santos,Rotterdam,10189.7,18,40ft_HighCube,Textiles,24059.8,46.6,Tier_2_Regional,6,1.05,101.1,1.14,6769.0
SHP-14512,Chennai,Colombo,729.5,4,LCL_Consolidated,Perishable_Reefer,2561.4,4.9,Tier_2_Regional,1,0.9,106.0,1.17,1605.72
SHP-14513,Shanghai,Rotterdam,19487.9,31,20ft_Standard,Automotive,18455.8,27.1,Tier_1_Alliance,1,0.9,97.8,1.33,6939.07
SHP-14514,Nhava Sheva,Dubai,2053.4,7,40ft_HighCube,Textiles,11449.0,45.4,Tier_3_Spot,5,1.05,104.0,0.95,3927.29
SHP-14515,Santos,Rotterdam,10130.8,18,20ft_Standard,Hazardous_Chemicals,11581.2,21.2,Tier_3_Spot,4,1.05,79.7,1.3,5940.65
SHP-14516,Hamburg,Singapore,15898.5,24,LCL_Consolidated,Perishable_Reefer,4809.0,6.3,Tier_2_Regional,6,1.05,84.5,1.06,4270.8
SHP-14517,Hamburg,Singapore,15811.5,26,40ft_HighCube,General_Dry,27216.8,68.6,Tier_3_Spot,5,1.05,107.5,1.15,7629.62
SHP-14518,Tokyo,Los Angeles,8733.6,13,40ft_HighCube,Automotive,12008.2,46.4,Tier_2_Regional,1,0.9,78.3,1.07,5023.49
SHP-14519,Hamburg,Singapore,15828.2,25,40ft_Standard,Electronics,16005.0,51.3,Tier_2_Regional,3,1.05,93.1,1.22,8159.03
SHP-14520,Tokyo,Los Angeles,8757.2,13,20ft_Standard,Hazardous_Chemicals,15409.8,20.6,Tier_1_Alliance,1,0.9,83.8,1.28,5892.38
SHP-14521,Nhava Sheva,Dubai,2153.0,7,20ft_Standard,Perishable_Reefer,19371.2,26.7,Tier_3_Spot,2,0.9,90.8,1.2,3795.24
SHP-14522,Santos,Rotterdam,10124.1,21,LCL_Consolidated,Hazardous_Chemicals,3275.8,5.9,Tier_3_Spot,5,1.05,77.9,1.19,3527.77
SHP-14523,Nhava Sheva,New York,14233.0,26,40ft_Standard,Hazardous_Chemicals,19088.0,54.7,Tier_1_Alliance,8,1.25,97.9,0.92,10353.41
SHP-14524,Chennai,Rotterdam,11572.2,24,LCL_Consolidated,Textiles,1825.3,11.8,Tier_2_Regional,7,1.05,73.9,1.02,2513.67
SHP-14525,Singapore,Fremantle,3994.4,11,40ft_HighCube,Automotive,17892.8,75.8,Tier_1_Alliance,4,1.05,96.6,1.19,7691.38
SHP-14526,Singapore,Dubai,5894.1,13,40ft_Standard,Textiles,21959.9,47.5,Tier_2_Regional,9,1.25,91.2,0.99,5641.35
SHP-14527,Tokyo,Los Angeles,8783.6,13,20ft_Standard,Textiles,14975.4,29.5,Tier_3_Spot,7,1.05,83.1,1.27,4314.51
SHP-14528,Tokyo,Los Angeles,8834.8,14,40ft_HighCube,Electronics,24209.5,57.8,Tier_1_Alliance,6,1.05,77.9,0.92,6555.34
SHP-14529,Busan,Long Beach,9389.4,16,20ft_Standard,Textiles,18471.7,18.5,Tier_1_Alliance,2,0.9,76.8,1.11,3677.07
SHP-14530,Shanghai,Rotterdam,19463.7,30,40ft_HighCube,General_Dry,26320.3,75.8,Tier_1_Alliance,9,1.25,99.1,1.04,10284.01
SHP-14531,Shanghai,Rotterdam,19524.2,31,LCL_Consolidated,Perishable_Reefer,1944.5,8.8,Tier_3_Spot,2,0.9,95.1,1.1,4201.48
SHP-14532,Nhava Sheva,New York,14145.4,28,40ft_Standard,Perishable_Reefer,9965.5,51.6,Tier_1_Alliance,12,1.05,80.7,1.19,9435.34
SHP-14533,Singapore,Dubai,5821.8,10,40ft_HighCube,Hazardous_Chemicals,22902.5,51.3,Tier_3_Spot,6,1.05,96.9,0.91,6462.99
SHP-14534,Busan,Long Beach,9336.2,14,40ft_HighCube,Perishable_Reefer,26507.1,68.7,Tier_1_Alliance,3,1.05,101.2,1.13,10414.03
SHP-14535,Nhava Sheva,Dubai,2066.6,6,40ft_Standard,Automotive,11620.9,50.9,Tier_2_Regional,1,0.9,77.5,0.93,3340.5
SHP-14536,Singapore,Dubai,5926.8,9,40ft_Standard,Automotive,9336.8,65.8,Tier_3_Spot,1,0.9,100.1,1.34,5597.23
SHP-14537,Hamburg,Singapore,15746.5,25,40ft_HighCube,Electronics,15037.0,57.9,Tier_1_Alliance,3,1.05,95.4,1.4,11166.1
SHP-14538,Busan,Long Beach,9375.1,13,40ft_Standard,Textiles,15165.4,37.4,Tier_2_Regional,7,1.05,95.0,1.2,5835.26
SHP-14539,Tokyo,Los Angeles,8832.8,13,20ft_Standard,Electronics,5713.5,21.5,Tier_2_Regional,12,1.05,103.5,1.03,3851.06
SHP-14540,Santos,Rotterdam,10291.3,18,40ft_HighCube,General_Dry,12352.7,51.1,Tier_2_Regional,7,1.05,105.2,1.08,5884.29
SHP-14541,Singapore,Dubai,5946.0,11,40ft_HighCube,Electronics,10923.2,72.4,Tier_2_Regional,3,1.05,101.6,1.42,8686.76
SHP-14542,Shanghai,Rotterdam,19457.5,30,40ft_Standard,Electronics,8639.6,45.2,Tier_2_Regional,12,1.05,105.6,1.31,8992.77
SHP-14543,Nhava Sheva,Dubai,2009.1,7,20ft_Standard,General_Dry,14030.5,15.1,Tier_1_Alliance,6,1.05,95.6,1.37,3734.54
SHP-14544,Shanghai,Los Angeles,10494.7,14,40ft_Standard,Hazardous_Chemicals,17118.5,36.1,Tier_1_Alliance,6,1.05,87.1,1.31,10257.91
SHP-14545,Santos,Rotterdam,10145.1,19,40ft_HighCube,Hazardous_Chemicals,14317.5,56.5,Tier_2_Regional,9,1.25,74.3,1.3,12084.29
SHP-14546,Tokyo,Los Angeles,8752.1,11,LCL_Consolidated,Hazardous_Chemicals,4055.9,9.0,Tier_3_Spot,1,0.9,73.6,1.07,2544.29
SHP-14547,Shanghai,Rotterdam,19497.7,28,40ft_Standard,Automotive,16295.3,66.2,Tier_1_Alliance,3,1.05,86.6,1.09,8620.34
SHP-14548,Singapore,Fremantle,3934.8,7,40ft_HighCube,Hazardous_Chemicals,25920.6,56.5,Tier_2_Regional,2,0.9,88.4,1.05,6735.93
SHP-14549,Shanghai,Rotterdam,19482.5,30,40ft_HighCube,Hazardous_Chemicals,20714.6,64.0,Tier_3_Spot,12,1.05,73.4,1.09,10208.64
SHP-14550,Tokyo,Los Angeles,8886.7,14,LCL_Consolidated,Textiles,3706.6,4.0,Tier_3_Spot,3,1.05,82.4,0.9,1812.25
SHP-14551,Nhava Sheva,Dubai,2003.6,7,40ft_Standard,Textiles,18334.8,62.8,Tier_1_Alliance,7,1.05,102.7,1.13,5775.36
SHP-14552,Nhava Sheva,New York,14247.8,26,LCL_Consolidated,Electronics,3162.8,11.1,Tier_2_Regional,2,0.9,102.4,1.41,4181.57
SHP-14553,Shanghai,Los Angeles,10566.7,14,LCL_Consolidated,General_Dry,4170.8,4.6,Tier_1_Alliance,9,1.25,86.8,1.34,4007.78
SHP-14554,Nhava Sheva,New York,14153.9,26,40ft_HighCube,Hazardous_Chemicals,12454.6,53.1,Tier_2_Regional,10,1.25,77.6,1.04,10350.09
SHP-14555,Chennai,Rotterdam,11429.7,22,20ft_Standard,General_Dry,4737.2,17.3,Tier_1_Alliance,9,1.25,105.8,0.97,4378.02
SHP-14556,Santos,Rotterdam,10234.4,19,40ft_Standard,Hazardous_Chemicals,19532.5,61.8,Tier_1_Alliance,10,1.25,75.5,1.38,13921.14
SHP-14557,Shanghai,Rotterdam,19446.1,28,40ft_HighCube,Perishable_Reefer,21451.9,60.0,Tier_1_Alliance,7,1.05,78.6,1.03,10561.87
SHP-14558,Busan,Long Beach,9439.3,14,LCL_Consolidated,Textiles,4099.3,5.4,Tier_2_Regional,9,1.25,99.1,1.37,3778.24
SHP-14559,Singapore,Fremantle,3973.6,10,40ft_HighCube,Electronics,11244.1,53.5,Tier_2_Regional,9,1.25,78.8,1.23,7582.03
SHP-14560,Chennai,Rotterdam,11519.5,24,40ft_Standard,Electronics,8985.5,50.5,Tier_2_Regional,4,1.05,104.8,1.27,7469.24
SHP-14561,Shanghai,Rotterdam,19484.6,28,LCL_Consolidated,General_Dry,3856.5,13.0,Tier_2_Regional,4,1.05,87.5,1.2,4344.01
SHP-14562,Singapore,Dubai,5864.3,13,LCL_Consolidated,Textiles,4392.3,4.3,Tier_2_Regional,12,1.05,98.7,1.25,2294.48
SHP-14563,Nhava Sheva,Dubai,2189.3,5,20ft_Standard,Hazardous_Chemicals,5991.2,17.9,Tier_2_Regional,3,1.05,107.7,1.39,4810.41
SHP-14564,Nhava Sheva,Dubai,2039.4,4,40ft_Standard,Automotive,11178.8,40.2,Tier_2_Regional,6,1.05,93.6,0.9,3764.79
SHP-14565,Shanghai,Los Angeles,10497.1,13,40ft_HighCube,General_Dry,22373.9,76.0,Tier_3_Spot,5,1.05,74.7,1.05,5958.63
SHP-14566,Shanghai,Los Angeles,10437.1,14,40ft_HighCube,Hazardous_Chemicals,17970.0,45.8,Tier_2_Regional,11,1.05,101.7,1.19,9671.58
SHP-14567,Singapore,Fremantle,3941.2,9,20ft_Standard,Hazardous_Chemicals,19359.8,27.5,Tier_2_Regional,10,1.25,96.9,0.99,5350.44
SHP-14568,Chennai,Colombo,605.7,4,40ft_Standard,Hazardous_Chemicals,22742.0,58.3,Tier_3_Spot,4,1.05,79.5,1.16,6724.45
SHP-14569,Tokyo,Los Angeles,8828.8,14,40ft_HighCube,Automotive,23164.6,70.0,Tier_1_Alliance,10,1.25,72.8,1.01,8405.97
SHP-14570,Chennai,Rotterdam,11515.9,23,40ft_HighCube,Automotive,16505.4,55.7,Tier_2_Regional,9,1.25,97.2,0.98,7425.84
SHP-14571,Chennai,Colombo,575.8,3,40ft_Standard,General_Dry,16677.0,52.9,Tier_1_Alliance,2,0.9,92.1,1.21,4565.11
SHP-14572,Singapore,Dubai,5900.6,11,LCL_Consolidated,Textiles,1783.1,10.6,Tier_2_Regional,6,1.05,78.1,1.21,2107.32
SHP-14573,Singapore,Dubai,5909.5,11,LCL_Consolidated,Hazardous_Chemicals,3002.0,11.3,Tier_1_Alliance,10,1.25,76.9,1.33,4335.62
SHP-14574,Chennai,Colombo,718.9,2,40ft_Standard,Hazardous_Chemicals,20194.8,46.8,Tier_1_Alliance,11,1.05,96.0,1.02,6602.26
SHP-14575,Santos,Rotterdam,10120.7,17,20ft_Standard,Hazardous_Chemicals,16299.6,18.2,Tier_2_Regional,5,1.05,107.2,0.96,5187.83
SHP-14576,Santos,Rotterdam,10181.6,20,20ft_Standard,Textiles,17893.3,32.1,Tier_3_Spot,12,1.05,83.3,1.1,3999.34
SHP-14577,Chennai,Colombo,557.1,3,LCL_Consolidated,Hazardous_Chemicals,4286.2,12.1,Tier_1_Alliance,6,1.05,99.4,1.41,3060.5
SHP-14578,Shanghai,Los Angeles,10404.7,15,40ft_HighCube,Textiles,14048.6,75.3,Tier_3_Spot,11,1.05,74.4,1.41,7731.77
SHP-14579,Singapore,Dubai,5973.7,10,LCL_Consolidated,General_Dry,1172.1,12.1,Tier_2_Regional,5,1.05,78.8,0.94,1633.9
SHP-14580,Singapore,Fremantle,3813.0,10,40ft_Standard,Textiles,19143.7,63.6,Tier_1_Alliance,6,1.05,80.7,1.4,7236.68
SHP-14581,Nhava Sheva,New York,14249.5,26,40ft_Standard,Hazardous_Chemicals,21277.3,59.7,Tier_1_Alliance,5,1.05,93.1,1.03,9821.56
SHP-14582,Tokyo,Los Angeles,8792.7,13,LCL_Consolidated,Textiles,3505.9,5.5,Tier_3_Spot,3,1.05,90.2,1.22,2461.94
SHP-14583,Nhava Sheva,Dubai,2007.4,4,LCL_Consolidated,Automotive,3805.4,10.8,Tier_1_Alliance,12,1.05,73.3,0.95,1452.79
SHP-14584,Singapore,Dubai,5904.7,9,40ft_HighCube,Perishable_Reefer,21523.1,74.2,Tier_3_Spot,2,0.9,76.0,1.16,6862.15
SHP-14585,Singapore,Dubai,5943.3,9,20ft_Standard,Hazardous_Chemicals,13515.1,29.9,Tier_2_Regional,11,1.05,106.9,1.27,6188.82
SHP-14586,Chennai,Colombo,583.9,3,20ft_Standard,Textiles,19515.3,18.1,Tier_2_Regional,1,0.9,82.2,1.2,2618.42
SHP-14587,Chennai,Rotterdam,11542.6,24,40ft_HighCube,General_Dry,11540.8,47.3,Tier_2_Regional,8,1.25,73.4,1.34,8444.0
SHP-14588,Santos,Rotterdam,10293.6,17,20ft_Standard,Hazardous_Chemicals,17145.2,18.9,Tier_2_Regional,6,1.05,98.2,1.16,6236.64
SHP-14589,Tokyo,Los Angeles,8763.3,13,LCL_Consolidated,General_Dry,2501.9,11.7,Tier_2_Regional,11,1.05,76.2,0.94,1888.63
SHP-14590,Tokyo,Los Angeles,8745.6,10,40ft_HighCube,Perishable_Reefer,20202.5,48.7,Tier_1_Alliance,12,1.05,76.7,1.13,8865.4
SHP-14591,Chennai,Rotterdam,11537.1,21,40ft_HighCube,Electronics,16989.1,48.2,Tier_3_Spot,6,1.05,76.4,0.92,5478.62
SHP-14592,Busan,Long Beach,9386.9,15,20ft_Standard,Hazardous_Chemicals,16525.3,26.1,Tier_1_Alliance,5,1.05,76.0,1.09,6164.05
SHP-14593,Santos,Rotterdam,10271.4,19,20ft_Standard,Textiles,20168.0,30.7,Tier_2_Regional,3,1.05,106.1,1.07,4392.5
SHP-14594,Nhava Sheva,New York,14269.9,25,LCL_Consolidated,Electronics,4535.1,4.2,Tier_2_Regional,1,0.9,87.8,1.05,2873.88
SHP-14595,Chennai,Rotterdam,11509.1,23,40ft_HighCube,Textiles,13182.4,73.7,Tier_3_Spot,9,1.25,90.6,1.27,8639.26
SHP-14596,Chennai,Rotterdam,11547.9,24,40ft_Standard,Hazardous_Chemicals,22626.2,48.0,Tier_1_Alliance,2,0.9,96.2,1.38,10422.47
SHP-14597,Singapore,Fremantle,3947.1,11,40ft_Standard,General_Dry,25695.8,65.2,Tier_3_Spot,12,1.05,102.1,1.3,6236.08
SHP-14598,Chennai,Rotterdam,11562.3,25,20ft_Standard,Electronics,18505.8,23.1,Tier_3_Spot,12,1.05,76.0,1.31,5407.17
SHP-14599,Shanghai,Los Angeles,10532.4,14,LCL_Consolidated,Hazardous_Chemicals,845.9,10.5,Tier_3_Spot,5,1.05,94.4,1.31,4261.37
SHP-14600,Singapore,Dubai,5927.2,11,40ft_HighCube,General_Dry,17293.1,53.1,Tier_1_Alliance,3,1.05,89.3,1.17,6472.91
SHP-14601,Busan,Long Beach,9386.7,16,LCL_Consolidated,Perishable_Reefer,2969.2,12.5,Tier_2_Regional,1,0.9,84.0,1.39,3642.19
SHP-14602,Shanghai,Los Angeles,10513.1,14,LCL_Consolidated,Electronics,1350.6,10.8,Tier_2_Regional,8,1.25,88.9,1.21,3933.54
SHP-14603,Nhava Sheva,Dubai,2132.6,7,LCL_Consolidated,Automotive,552.1,2.0,Tier_1_Alliance,12,1.05,104.1,1.02,1588.07
SHP-14604,Chennai,Rotterdam,11500.7,22,40ft_HighCube,General_Dry,22503.1,72.5,Tier_3_Spot,4,1.05,98.7,0.93,5490.49
SHP-14605,Shanghai,Rotterdam,19490.9,28,20ft_Standard,Automotive,15093.0,29.2,Tier_1_Alliance,7,1.05,75.0,1.26,7275.24
SHP-14606,Santos,Rotterdam,10132.8,17,LCL_Consolidated,Electronics,4151.9,5.9,Tier_3_Spot,2,0.9,96.5,1.09,2364.15
SHP-14607,Hamburg,Singapore,15711.6,27,LCL_Consolidated,Automotive,3991.5,13.7,Tier_2_Regional,1,0.9,92.0,0.88,2633.93
SHP-14608,Nhava Sheva,Dubai,2125.0,8,40ft_Standard,Textiles,20089.0,67.0,Tier_3_Spot,7,1.05,104.3,1.0,4519.33
SHP-14609,Hamburg,Singapore,15704.1,27,LCL_Consolidated,Electronics,1483.4,9.0,Tier_1_Alliance,11,1.05,106.9,0.9,3497.45
SHP-14610,Hamburg,Singapore,15840.4,26,LCL_Consolidated,General_Dry,2031.7,2.2,Tier_3_Spot,11,1.05,73.0,0.9,2296.3
SHP-14611,Chennai,Rotterdam,11535.8,21,40ft_Standard,General_Dry,19263.2,41.0,Tier_2_Regional,1,0.9,96.9,1.2,5333.15
SHP-14612,Tokyo,Los Angeles,8865.9,12,40ft_HighCube,Perishable_Reefer,15609.3,47.4,Tier_2_Regional,10,1.25,99.0,1.3,11158.59
SHP-14613,Shanghai,Los Angeles,10452.2,16,20ft_Standard,Perishable_Reefer,9692.4,27.6,Tier_1_Alliance,10,1.25,94.9,1.39,8847.67
SHP-14614,Singapore,Fremantle,3993.7,10,LCL_Consolidated,General_Dry,1029.4,9.6,Tier_3_Spot,2,0.9,98.7,1.37,1739.65
SHP-14615,Singapore,Fremantle,3975.5,8,LCL_Consolidated,Perishable_Reefer,1685.9,2.2,Tier_3_Spot,3,1.05,102.2,0.93,1743.26
SHP-14616,Chennai,Colombo,605.8,2,20ft_Standard,Perishable_Reefer,10900.0,21.7,Tier_2_Regional,12,1.05,107.9,1.31,4358.39
SHP-14617,Singapore,Dubai,5837.7,12,40ft_HighCube,Textiles,23280.6,48.3,Tier_1_Alliance,8,1.25,84.8,1.39,9365.61
SHP-14618,Shanghai,Los Angeles,10578.6,17,40ft_HighCube,General_Dry,19690.8,70.5,Tier_3_Spot,7,1.05,73.3,0.99,5456.16
SHP-14619,Singapore,Fremantle,3811.8,10,LCL_Consolidated,Hazardous_Chemicals,2432.1,12.2,Tier_3_Spot,7,1.05,89.0,1.08,2300.23
SHP-14620,Nhava Sheva,Dubai,2154.4,6,20ft_Standard,Hazardous_Chemicals,7656.8,27.6,Tier_1_Alliance,8,1.25,82.2,1.2,5444.78
SHP-14621,Shanghai,Los Angeles,10499.3,17,20ft_Standard,Electronics,11247.5,15.8,Tier_1_Alliance,12,1.05,72.9,1.15,4820.88
SHP-14622,Nhava Sheva,New York,14271.2,25,20ft_Standard,Electronics,5579.5,30.6,Tier_3_Spot,9,1.25,77.5,1.01,4931.62
SHP-14623,Nhava Sheva,New York,14262.5,28,20ft_Standard,Automotive,14061.3,25.4,Tier_3_Spot,6,1.05,89.6,1.16,4998.64
SHP-14624,Shanghai,Rotterdam,19422.8,30,LCL_Consolidated,General_Dry,583.1,12.6,Tier_3_Spot,5,1.05,83.2,1.36,4337.55
SHP-14625,Chennai,Rotterdam,11456.1,25,40ft_HighCube,Textiles,22709.7,72.5,Tier_3_Spot,12,1.05,74.7,1.4,8284.4
SHP-14626,Shanghai,Los Angeles,10425.0,14,LCL_Consolidated,Textiles,1095.1,3.3,Tier_2_Regional,6,1.05,81.7,1.23,2613.12
SHP-14627,Chennai,Rotterdam,11433.9,24,20ft_Standard,Textiles,12418.0,20.4,Tier_1_Alliance,7,1.05,84.8,1.06,4258.83
SHP-14628,Shanghai,Los Angeles,10580.6,17,40ft_HighCube,Perishable_Reefer,19128.6,57.4,Tier_3_Spot,5,1.05,103.4,1.22,9128.64
SHP-14629,Nhava Sheva,Dubai,2170.0,8,LCL_Consolidated,Hazardous_Chemicals,1355.9,9.3,Tier_2_Regional,2,0.9,91.2,0.98,1592.12
SHP-14630,Tokyo,Los Angeles,8758.8,13,LCL_Consolidated,General_Dry,1866.8,5.1,Tier_3_Spot,12,1.05,97.8,1.0,1904.77
SHP-14631,Santos,Rotterdam,10253.7,18,LCL_Consolidated,Textiles,666.5,13.6,Tier_3_Spot,1,0.9,90.4,1.12,2125.31
SHP-14632,Nhava Sheva,Dubai,2155.6,7,40ft_HighCube,Perishable_Reefer,23567.6,48.2,Tier_2_Regional,12,1.05,79.8,1.02,6372.69
SHP-14633,Busan,Long Beach,9414.5,12,40ft_Standard,Hazardous_Chemicals,10986.9,50.6,Tier_3_Spot,6,1.05,77.7,0.99,6403.12
SHP-14634,Hamburg,Singapore,15844.9,23,40ft_HighCube,General_Dry,12004.5,70.2,Tier_1_Alliance,8,1.25,86.5,0.88,7306.7
SHP-14635,Tokyo,Los Angeles,8886.3,13,20ft_Standard,General_Dry,9805.7,31.1,Tier_1_Alliance,6,1.05,90.2,1.22,4490.11
SHP-14636,Tokyo,Los Angeles,8835.5,12,40ft_Standard,Textiles,23255.6,46.5,Tier_2_Regional,3,1.05,99.2,1.0,5334.5
SHP-14637,Shanghai,Rotterdam,19450.1,27,40ft_HighCube,Textiles,21268.1,45.6,Tier_2_Regional,4,1.05,103.7,1.18,8162.26
SHP-14638,Nhava Sheva,Dubai,2105.4,5,40ft_HighCube,Perishable_Reefer,20848.1,45.7,Tier_2_Regional,2,0.9,108.0,1.04,5578.26
SHP-14639,Tokyo,Los Angeles,8778.3,10,40ft_Standard,Automotive,15279.7,45.6,Tier_3_Spot,4,1.05,78.6,1.18,5617.5
SHP-14640,Nhava Sheva,Dubai,2173.2,6,40ft_Standard,General_Dry,8299.8,63.5,Tier_2_Regional,2,0.9,94.2,1.31,4659.21
SHP-14641,Busan,Long Beach,9405.4,15,LCL_Consolidated,General_Dry,2115.1,8.2,Tier_1_Alliance,11,1.05,100.9,1.37,3443.39
SHP-14642,Nhava Sheva,Dubai,2186.0,6,40ft_HighCube,General_Dry,20911.2,49.6,Tier_1_Alliance,11,1.05,98.8,1.07,5549.72
SHP-14643,Nhava Sheva,New York,14201.6,26,LCL_Consolidated,Automotive,986.2,9.8,Tier_3_Spot,12,1.05,83.1,1.36,3858.28
SHP-14644,Chennai,Rotterdam,11491.6,23,40ft_Standard,Automotive,8824.8,41.4,Tier_1_Alliance,6,1.05,101.7,0.91,5480.17
SHP-14645,Busan,Long Beach,9460.5,15,LCL_Consolidated,Perishable_Reefer,4402.2,6.0,Tier_2_Regional,1,0.9,100.0,0.98,2701.14
SHP-14646,Busan,Long Beach,9363.7,15,20ft_Standard,Textiles,10064.3,23.1,Tier_1_Alliance,4,1.05,107.9,0.92,3570.97
SHP-14647,Shanghai,Los Angeles,10594.4,16,40ft_HighCube,General_Dry,23760.7,47.9,Tier_2_Regional,7,1.05,98.4,0.96,5586.0
SHP-14648,Shanghai,Rotterdam,19487.3,27,40ft_HighCube,Automotive,12812.8,66.7,Tier_3_Spot,11,1.05,80.7,1.04,7141.56
SHP-14649,Shanghai,Rotterdam,19415.0,31,40ft_Standard,Textiles,20261.4,58.8,Tier_2_Regional,8,1.25,79.3,1.29,10107.1
SHP-14650,Nhava Sheva,New York,14152.1,28,20ft_Standard,General_Dry,15054.6,28.8,Tier_2_Regional,10,1.25,85.6,0.89,4432.57
SHP-14651,Busan,Long Beach,9312.0,16,40ft_Standard,Hazardous_Chemicals,20178.9,60.3,Tier_2_Regional,11,1.05,83.9,1.2,9207.77
SHP-14652,Hamburg,Singapore,15865.8,26,40ft_Standard,Textiles,16529.6,50.3,Tier_3_Spot,6,1.05,81.4,0.95,5229.89
