Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP03760,Ahmedabad,Colombo,Air,Food Products,4547,10.8,11993,LCL,90.05,Normal,Carrier_A,24,325722
SHP03761,Chennai,Dubai,Sea,Electronics,2112,5.77,3856,AIR_CARGO,84.5,Normal,Carrier_D,9,49159
SHP03762,Delhi,Singapore,Air,Electronics,1099,7.07,2309,AIR_CARGO,92.52,Normal,Carrier_C,6,90621
SHP03763,Delhi,Rotterdam,Sea,Electronics,2071,0.5,6818,40FT,90.93,Normal,Carrier_A,15,60340
SHP03764,Chennai,Hamburg,Sea,Automotive Parts,2622,0.5,6471,AIR_CARGO,100.25,Normal,Carrier_C,12,68042
SHP03765,Ahmedabad,Singapore,Sea,Pharmaceuticals,1212,0.5,5671,20FT,100.15,Peak,Carrier_E,9,72510
SHP03766,Ahmedabad,Dubai,Sea,Machinery,2046,4.6,11387,40FT,91.53,Normal,Carrier_D,23,98059
SHP03767,Chennai,Los Angeles,Sea,Textiles,5479,15.9,3722,20FT,82.26,Normal,Carrier_C,10,40781
SHP03768,Ahmedabad,New York,Sea,Chemicals,2752,4.72,3873,40FT_HC,98.28,Normal,Carrier_D,7,60871
SHP03769,Mumbai,Jebel Ali,Sea,Automotive Parts,1759,5.86,2113,20FT,113.66,Off_Peak,Carrier_B,8,48454
SHP03770,Ahmedabad,Colombo,Sea,Pharmaceuticals,2547,12.48,8519,40FT_HC,82.42,Normal,Carrier_B,14,64673
SHP03771,Bengaluru,New York,Sea,Textiles,2640,0.5,4196,20FT,77.76,Normal,Carrier_E,9,44261
SHP03772,Ahmedabad,Los Angeles,Road,Chemicals,1961,4.12,9732,40FT_HC,85.58,Normal,Carrier_E,23,102289
SHP03773,Pune,Dubai,Sea,Chemicals,4130,19.51,11675,40FT_HC,91.52,Normal,Carrier_B,24,98211
SHP03774,Pune,Hamburg,Air,Machinery,762,0.5,1002,40FT,87.25,Normal,Carrier_C,3,63896
SHP03775,Delhi,Colombo,Air,Food Products,3397,4.82,11921,LCL,108.39,Normal,Carrier_A,24,404804
SHP03776,Kolkata,Colombo,Road,Electronics,1722,6.18,3422,LCL,94.72,Off_Peak,Carrier_A,11,49304
SHP03777,Mumbai,Dubai,Air,Furniture,4933,9.63,5331,40FT,84.85,Normal,Carrier_B,9,197238
SHP03778,Mumbai,Singapore,Sea,Textiles,1092,6.9,9444,40FT_HC,113.01,Normal,Carrier_A,22,111706
SHP03779,Ahmedabad,Shanghai,Air,Automotive Parts,4601,20.86,8151,LCL,80.0,Peak,Carrier_C,16,227152
SHP03780,Kolkata,New York,Road,Textiles,1497,3.86,9452,LCL,79.92,Normal,Carrier_A,21,80014
SHP03781,Kolkata,Singapore,Sea,Food Products,3082,18.29,5863,20FT,84.81,Normal,Carrier_A,11,59430
SHP03782,Hyderabad,Rotterdam,Sea,Electronics,1848,2.59,11035,AIR_CARGO,78.07,Normal,Carrier_B,25,73098
SHP03783,Kolkata,Dubai,Sea,Textiles,5202,11.72,9584,40FT,105.07,Peak,Carrier_D,19,125263
SHP03784,Ahmedabad,Rotterdam,Air,Food Products,2208,1.42,4056,AIR_CARGO,87.51,Off_Peak,Carrier_D,7,133239
SHP03785,Ahmedabad,Hamburg,Air,Automotive Parts,1563,1.92,11408,40FT_HC,104.19,Peak,Carrier_C,24,375470
SHP03786,Chennai,Singapore,Sea,Machinery,6207,13.82,11552,20FT,105.51,Normal,Carrier_D,26,126364
SHP03787,Delhi,Jebel Ali,Sea,Pharmaceuticals,2084,6.62,5273,LCL,84.5,Peak,Carrier_E,14,48473
SHP03788,Pune,Shanghai,Sea,Chemicals,3509,3.37,7998,20FT,95.73,Normal,Carrier_B,17,81467
SHP03789,Hyderabad,Dubai,Sea,Automotive Parts,4603,8.89,9870,40FT,95.78,Normal,Carrier_D,22,94934
SHP03790,Ahmedabad,Dubai,Road,Electronics,1411,1.39,9899,40FT_HC,109.85,Normal,Carrier_A,19,136941
SHP03791,Chennai,Shanghai,Sea,Chemicals,3289,11.41,662,20FT,76.03,Normal,Carrier_D,4,19757
SHP03792,Hyderabad,Colombo,Sea,Pharmaceuticals,3591,9.02,7734,20FT,87.67,Normal,Carrier_B,17,65648
SHP03793,Delhi,Los Angeles,Sea,Automotive Parts,914,2.64,11698,20FT,110.3,Normal,Carrier_A,17,109049
SHP03794,Hyderabad,Hamburg,Air,Furniture,3084,7.68,3160,LCL,84.47,Normal,Carrier_A,6,115696
SHP03795,Chennai,Singapore,Sea,Automotive Parts,1986,0.5,9650,40FT_HC,80.48,Normal,Carrier_B,20,64212
SHP03796,Bengaluru,Dubai,Air,Automotive Parts,7166,23.49,6644,LCL,98.05,Off_Peak,Carrier_C,14,254460
SHP03797,Pune,Dubai,Sea,Furniture,4390,6.75,3047,20FT,87.24,Normal,Carrier_C,7,45154
SHP03798,Ahmedabad,Shanghai,Sea,Automotive Parts,3326,11.48,1087,LCL,93.69,Peak,Carrier_B,4,45120
SHP03799,Pune,Jebel Ali,Sea,Chemicals,663,0.68,9239,LCL,107.8,Off_Peak,Carrier_B,21,83762
SHP03800,Delhi,Shanghai,Sea,Electronics,3339,5.5,4139,40FT,95.83,Off_Peak,Carrier_B,10,57681
SHP03801,Mumbai,Shanghai,Sea,Pharmaceuticals,1524,7.8,4819,AIR_CARGO,95.64,Normal,Carrier_A,6,56642
SHP03802,Delhi,New York,Road,Food Products,4411,5.73,6080,AIR_CARGO,86.13,Normal,Carrier_A,17,77257
SHP03803,Delhi,Singapore,Air,Textiles,2253,0.93,6333,40FT,106.71,Normal,Carrier_B,10,252267
SHP03804,Delhi,Colombo,Road,Furniture,1784,4.88,2871,40FT,104.59,Normal,Carrier_A,9,58303
SHP03805,Bengaluru,Shanghai,Sea,Machinery,1882,5.23,8212,LCL,84.36,Off_Peak,Carrier_E,14,55423
SHP03806,Ahmedabad,Jebel Ali,Road,Furniture,1965,7.96,8464,LCL,87.8,Normal,Carrier_B,20,88086
SHP03807,Chennai,Colombo,Sea,Pharmaceuticals,1041,5.34,2136,40FT_HC,106.55,Normal,Carrier_A,5,51883
SHP03808,Ahmedabad,London,Sea,Textiles,1134,2.42,6628,AIR_CARGO,89.31,Peak,Carrier_C,15,69296
SHP03809,Mumbai,Singapore,Sea,Textiles,2010,5.2,7506,LCL,91.14,Normal,Carrier_B,12,64851
SHP03810,Chennai,Dubai,Sea,Machinery,6870,15.78,2642,40FT_HC,89.58,Normal,Carrier_B,8,54647
SHP03811,Hyderabad,London,Air,Pharmaceuticals,3978,15.14,10786,AIR_CARGO,81.47,Peak,Carrier_B,22,296347
SHP03812,Hyderabad,Colombo,Sea,Chemicals,4216,6.11,6052,40FT_HC,88.64,Normal,Carrier_D,14,70525
SHP03813,Hyderabad,Colombo,Sea,Electronics,5444,13.09,1823,40FT_HC,107.12,Normal,Carrier_B,7,70340
SHP03814,Chennai,Singapore,Sea,Machinery,3001,10.22,4346,40FT,94.64,Normal,Carrier_C,10,57656
SHP03815,Kolkata,Los Angeles,Sea,Electronics,1858,8.86,5985,20FT,93.33,Peak,Carrier_A,12,64967
SHP03816,Bengaluru,New York,Sea,Chemicals,1914,1.89,617,20FT,81.25,Normal,Carrier_B,2,25244
SHP03817,Kolkata,Dubai,Sea,Textiles,1462,0.5,867,20FT,82.1,Peak,Carrier_E,3,27203
SHP03818,Ahmedabad,London,Air,Electronics,4235,5.12,1138,40FT_HC,76.72,Normal,Carrier_A,6,87003
SHP03819,Hyderabad,Shanghai,Air,Chemicals,1360,1.87,6689,LCL,75.56,Normal,Carrier_C,12,118402
SHP03820,Bengaluru,Hamburg,Sea,Chemicals,9728,24.18,4365,20FT,94.52,Normal,Carrier_D,6,68070
SHP03821,Chennai,Los Angeles,Sea,Food Products,1390,1.42,10771,LCL,91.37,Off_Peak,Carrier_C,20,63897
SHP03822,Hyderabad,Dubai,Sea,Machinery,5535,15.98,6931,AIR_CARGO,86.02,Normal,Carrier_D,16,69125
SHP03823,Chennai,Hamburg,Air,Food Products,5555,12.96,9239,20FT,114.6,Normal,Carrier_A,18,404276
SHP03824,Bengaluru,New York,Sea,Furniture,3751,11.37,8402,40FT_HC,90.92,Normal,Carrier_D,18,78436
SHP03825,Chennai,Hamburg,Sea,Textiles,7168,17.66,6484,40FT,106.55,Normal,Carrier_A,10,81044
SHP03826,Chennai,Shanghai,Sea,Machinery,2201,0.5,9064,40FT_HC,83.42,Normal,Carrier_C,13,62596
SHP03827,Mumbai,Hamburg,Sea,Textiles,2717,1.87,6764,LCL,84.88,Normal,Carrier_C,15,47134
SHP03828,Ahmedabad,Los Angeles,Sea,Food Products,2893,11.52,4933,AIR_CARGO,97.74,Normal,Carrier_D,13,68713
SHP03829,Kolkata,Rotterdam,Air,Pharmaceuticals,3669,4.99,5512,40FT_HC,75.16,Normal,Carrier_E,9,144641
SHP03830,Pune,Los Angeles,Sea,Chemicals,766,5.23,10143,40FT,75.7,Normal,Carrier_C,21,56909
SHP03831,Kolkata,Shanghai,Sea,Textiles,2333,6.06,6978,40FT,80.69,Normal,Carrier_D,17,64315
SHP03832,Kolkata,London,Air,Machinery,4367,6.46,4839,AIR_CARGO,83.92,Off_Peak,Carrier_B,11,156210
SHP03833,Delhi,Rotterdam,Air,Furniture,1963,7.67,2567,20FT,96.11,Normal,Carrier_A,8,122573
SHP03834,Mumbai,New York,Sea,Machinery,8935,19.36,6197,40FT_HC,102.45,Normal,Carrier_B,14,94787
SHP03835,Pune,Los Angeles,Sea,Textiles,2717,7.08,3403,40FT_HC,87.48,Normal,Carrier_B,8,47069
SHP03836,Hyderabad,Rotterdam,Sea,Machinery,3493,7.48,11489,40FT,84.56,Normal,Carrier_B,25,82194
SHP03837,Hyderabad,Colombo,Road,Furniture,6851,5.5,6146,LCL,107.91,Off_Peak,Carrier_D,17,113445
SHP03838,Hyderabad,Los Angeles,Sea,Chemicals,2719,9.17,603,40FT_HC,81.51,Normal,Carrier_C,2,24465
SHP03839,Kolkata,Rotterdam,Road,Pharmaceuticals,6779,19.21,1568,40FT,102.13,Normal,Carrier_B,5,75727
SHP03840,Ahmedabad,Singapore,Air,Chemicals,3652,6.72,3770,LCL,112.25,Off_Peak,Carrier_D,7,207870
SHP03841,Kolkata,London,Sea,Machinery,3657,11.28,1560,20FT,84.29,Off_Peak,Carrier_C,5,29064
SHP03842,Pune,Dubai,Sea,Furniture,1403,0.5,10781,20FT,78.48,Normal,Carrier_A,21,70661
SHP03843,Ahmedabad,Hamburg,Sea,Furniture,5132,8.81,10325,40FT,114.19,Normal,Carrier_C,23,112923
SHP03844,Mumbai,Rotterdam,Sea,Textiles,1686,4.97,11665,40FT,85.83,Normal,Carrier_C,26,84331
SHP03845,Ahmedabad,Dubai,Sea,Food Products,2215,2.49,8624,20FT,86.03,Normal,Carrier_B,19,70321
SHP03846,Pune,Los Angeles,Air,Machinery,5668,12.98,7923,40FT,94.35,Normal,Carrier_D,18,310628
SHP03847,Chennai,Dubai,Road,Machinery,1970,0.93,11120,AIR_CARGO,84.24,Normal,Carrier_E,21,105661
SHP03848,Kolkata,Colombo,Sea,Machinery,3134,2.32,11384,40FT_HC,114.71,Normal,Carrier_A,21,124053
SHP03849,Hyderabad,Jebel Ali,Air,Machinery,2414,6.58,10591,AIR_CARGO,76.72,Normal,Carrier_D,22,219300
SHP03850,Chennai,Jebel Ali,Sea,Textiles,2469,6.75,10407,LCL,93.06,Normal,Carrier_B,21,86996
SHP03851,Kolkata,London,Sea,Food Products,2269,5.48,8225,40FT,96.93,Normal,Carrier_D,21,86952
SHP03852,Bengaluru,Rotterdam,Sea,Food Products,1275,1.87,518,40FT,93.68,Normal,Carrier_E,1,31395
SHP03853,Delhi,Colombo,Sea,Electronics,3563,5.67,5439,LCL,95.82,Normal,Carrier_A,13,58437
SHP03854,Kolkata,Hamburg,Road,Machinery,3775,4.66,7810,40FT_HC,114.5,Off_Peak,Carrier_C,17,121828
SHP03855,Bengaluru,New York,Air,Machinery,1713,0.5,6792,20FT,110.08,Normal,Carrier_A,13,247409
SHP03856,Pune,Shanghai,Sea,Electronics,1875,2.05,9943,AIR_CARGO,87.34,Normal,Carrier_E,18,78792
SHP03857,Mumbai,London,Sea,Food Products,4526,14.86,9917,40FT_HC,97.06,Normal,Carrier_A,19,96090
SHP03858,Bengaluru,Shanghai,Sea,Furniture,2106,5.94,7385,20FT,75.01,Normal,Carrier_A,12,49078
SHP03859,Mumbai,Jebel Ali,Sea,Furniture,2655,7.76,753,20FT,91.38,Normal,Carrier_B,6,35614
SHP03860,Kolkata,Singapore,Air,Automotive Parts,1410,0.5,4747,40FT,81.55,Normal,Carrier_C,16,118827
SHP03861,Mumbai,New York,Air,Chemicals,2399,6.45,3131,LCL,103.45,Normal,Carrier_E,7,158749
SHP03862,Bengaluru,New York,Sea,Automotive Parts,1414,4.71,4396,40FT,83.84,Normal,Carrier_B,9,39144
SHP03863,Ahmedabad,Shanghai,Sea,Food Products,1687,10.36,7599,LCL,104.96,Normal,Carrier_A,13,76599
SHP03864,Delhi,Singapore,Sea,Pharmaceuticals,1521,3.55,1264,40FT,87.53,Off_Peak,Carrier_A,2,27006
SHP03865,Chennai,Los Angeles,Sea,Machinery,4382,8.86,756,AIR_CARGO,112.03,Normal,Carrier_D,2,50565
SHP03866,Chennai,Dubai,Sea,Automotive Parts,1053,0.5,5524,40FT,92.82,Normal,Carrier_B,14,59001
SHP03867,Delhi,London,Sea,Textiles,2973,7.32,9626,AIR_CARGO,108.58,Normal,Carrier_E,26,104063
SHP03868,Hyderabad,Colombo,Air,Furniture,2162,4.37,853,40FT_HC,100.13,Normal,Carrier_E,2,100862
SHP03869,Chennai,New York,Air,Textiles,6196,19.24,10264,40FT_HC,114.1,Normal,Carrier_E,19,461315
SHP03870,Pune,Shanghai,Sea,Electronics,4149,13.49,4915,40FT,104.71,Normal,Carrier_E,9,71814
SHP03871,Kolkata,Dubai,Sea,Food Products,1117,0.5,1860,40FT_HC,104.11,Normal,Carrier_A,6,48406
SHP03872,Hyderabad,Jebel Ali,Sea,Food Products,1737,4.05,7026,20FT,85.59,Normal,Carrier_A,15,51425
SHP03873,Kolkata,Colombo,Sea,Automotive Parts,2477,15.69,11452,AIR_CARGO,95.19,Normal,Carrier_B,23,90965
SHP03874,Bengaluru,Shanghai,Air,Machinery,1736,0.5,6739,LCL,86.6,Off_Peak,Carrier_C,13,150706
SHP03875,Pune,London,Sea,Food Products,4512,10.0,8396,AIR_CARGO,75.77,Normal,Carrier_E,20,60372
SHP03876,Bengaluru,Hamburg,Sea,Automotive Parts,2792,9.66,9889,40FT,103.42,Peak,Carrier_A,22,109990
SHP03877,Hyderabad,New York,Sea,Automotive Parts,2205,4.3,9692,40FT_HC,84.43,Normal,Carrier_B,21,77946
SHP03878,Hyderabad,Jebel Ali,Road,Chemicals,4730,9.97,1341,40FT_HC,90.89,Peak,Carrier_E,5,52471
SHP03879,Pune,London,Sea,Chemicals,1163,0.89,9021,20FT,86.39,Normal,Carrier_C,18,64712
SHP03880,Pune,Rotterdam,Sea,Food Products,2104,0.75,11419,40FT_HC,82.99,Normal,Carrier_E,21,74814
SHP03881,Hyderabad,Jebel Ali,Sea,Automotive Parts,2937,6.32,8558,40FT,77.68,Peak,Carrier_D,19,68091
SHP03882,Hyderabad,Colombo,Air,Electronics,2281,9.54,10119,40FT,88.52,Off_Peak,Carrier_E,21,228127
SHP03883,Mumbai,Rotterdam,Road,Electronics,332,0.5,6084,LCL,78.27,Normal,Carrier_D,14,57603
SHP03884,Ahmedabad,Jebel Ali,Sea,Chemicals,3116,8.49,4169,AIR_CARGO,96.61,Normal,Carrier_C,6,54984
SHP03885,Hyderabad,Shanghai,Road,Food Products,3466,12.57,8277,AIR_CARGO,75.78,Normal,Carrier_D,18,81232
SHP03886,Pune,Hamburg,Road,Furniture,1295,3.0,6160,AIR_CARGO,112.6,Normal,Carrier_C,13,97478
SHP03887,Ahmedabad,Dubai,Road,Machinery,605,0.5,10796,LCL,113.66,Normal,Carrier_B,20,155141
SHP03888,Hyderabad,Hamburg,Sea,Pharmaceuticals,1609,6.53,11705,LCL,87.19,Peak,Carrier_D,25,101201
SHP03889,Bengaluru,Hamburg,Sea,Furniture,2190,1.61,9928,LCL,85.41,Peak,Carrier_E,20,78594
SHP03890,Kolkata,Shanghai,Sea,Electronics,2327,7.23,11916,20FT,79.18,Normal,Carrier_E,28,73378
SHP03891,Ahmedabad,Singapore,Air,Electronics,696,0.99,4506,LCL,111.2,Peak,Carrier_B,11,203883
SHP03892,Bengaluru,Jebel Ali,Sea,Furniture,2853,7.04,10801,40FT_HC,98.47,Peak,Carrier_A,21,108975
SHP03893,Chennai,Dubai,Air,Chemicals,4880,18.33,4294,20FT,99.4,Off_Peak,Carrier_C,10,190181
SHP03894,Pune,Los Angeles,Sea,Chemicals,4656,15.71,1857,40FT_HC,110.83,Normal,Carrier_A,3,64873
SHP03895,Mumbai,Shanghai,Air,Food Products,5532,19.1,7646,AIR_CARGO,111.43,Normal,Carrier_A,18,351444
SHP03896,Mumbai,Singapore,Air,Chemicals,1136,0.5,5732,40FT,108.13,Peak,Carrier_B,13,252270
SHP03897,Kolkata,Shanghai,Sea,Textiles,4427,6.45,11100,AIR_CARGO,105.94,Peak,Carrier_B,23,132320
SHP03898,Hyderabad,Singapore,Air,Pharmaceuticals,1362,5.11,6160,LCL,110.09,Normal,Carrier_D,11,239704
SHP03899,Bengaluru,Hamburg,Sea,Furniture,4176,11.24,11168,40FT,110.04,Peak,Carrier_D,24,139039
SHP03900,Chennai,New York,Air,Furniture,1548,0.5,1404,AIR_CARGO,89.75,Peak,Carrier_D,3,104161
SHP03901,Bengaluru,New York,Sea,Automotive Parts,3143,8.83,10051,20FT,113.94,Normal,Carrier_D,19,118826
SHP03902,Pune,Rotterdam,Sea,Electronics,6781,24.33,9230,LCL,103.37,Peak,Carrier_D,19,119899
SHP03903,Pune,Los Angeles,Road,Furniture,4585,18.5,8780,AIR_CARGO,89.81,Normal,Carrier_E,17,105297
SHP03904,Hyderabad,Dubai,Sea,Textiles,1373,0.5,4584,40FT,92.68,Normal,Carrier_B,9,60359
SHP03905,Hyderabad,Singapore,Air,Furniture,1192,5.68,9513,40FT_HC,102.49,Normal,Carrier_C,19,275463
SHP03906,Pune,Jebel Ali,Sea,Machinery,4141,6.3,6058,AIR_CARGO,89.44,Peak,Carrier_C,15,64158
SHP03907,Delhi,Hamburg,Sea,Textiles,5894,13.65,8725,20FT,108.06,Off_Peak,Carrier_C,20,82002
SHP03908,Pune,Colombo,Sea,Food Products,3306,4.59,6851,40FT,80.92,Normal,Carrier_C,16,53568
SHP03909,Bengaluru,Jebel Ali,Sea,Machinery,1793,0.5,2311,AIR_CARGO,111.3,Normal,Carrier_C,7,53228
SHP03910,Kolkata,Jebel Ali,Sea,Machinery,2569,9.65,1242,40FT_HC,87.05,Normal,Carrier_E,3,35859
SHP03911,Bengaluru,Singapore,Sea,Furniture,3311,9.03,4711,LCL,81.11,Normal,Carrier_B,13,52511
SHP03912,Mumbai,Dubai,Sea,Chemicals,2359,7.39,11227,LCL,109.32,Normal,Carrier_D,19,113832
SHP03913,Chennai,Hamburg,Sea,Furniture,1374,5.8,6592,LCL,84.58,Normal,Carrier_D,15,52059
SHP03914,Ahmedabad,Hamburg,Road,Textiles,4991,12.67,9725,40FT,108.74,Normal,Carrier_D,21,156701
SHP03915,Kolkata,Dubai,Road,Food Products,8475,16.03,7123,40FT_HC,86.85,Normal,Carrier_B,15,106180
SHP03916,Delhi,New York,Sea,Electronics,6319,15.89,11516,40FT_HC,112.35,Normal,Carrier_B,21,137122
SHP03917,Chennai,London,Air,Pharmaceuticals,610,0.58,4749,AIR_CARGO,83.76,Off_Peak,Carrier_E,11,115105
SHP03918,Chennai,Rotterdam,Sea,Chemicals,5300,11.85,1156,LCL,77.79,Peak,Carrier_E,3,32708
SHP03919,Ahmedabad,Shanghai,Air,Textiles,3640,4.89,9478,40FT,112.46,Normal,Carrier_D,20,403654
SHP03920,Mumbai,Rotterdam,Air,Electronics,1631,0.5,8613,LCL,81.63,Normal,Carrier_B,20,187181
SHP03921,Mumbai,New York,Road,Textiles,698,0.5,6567,LCL,112.77,Peak,Carrier_D,15,121342
SHP03922,Mumbai,Singapore,Sea,Chemicals,2322,7.71,4253,AIR_CARGO,107.96,Off_Peak,Carrier_E,11,56556
SHP03923,Kolkata,Singapore,Air,Electronics,3167,7.26,2665,AIR_CARGO,78.28,Normal,Carrier_D,8,113633
SHP03924,Bengaluru,Los Angeles,Sea,Chemicals,1218,10.03,6046,AIR_CARGO,92.81,Normal,Carrier_E,15,56380
SHP03925,Chennai,Rotterdam,Road,Textiles,5569,13.0,8161,20FT,77.94,Peak,Carrier_A,15,93116
SHP03926,Bengaluru,Rotterdam,Sea,Machinery,5482,13.83,7157,20FT,88.19,Normal,Carrier_C,12,58390
SHP03927,Bengaluru,Shanghai,Sea,Pharmaceuticals,3389,8.14,5531,40FT,89.06,Peak,Carrier_A,13,72872
SHP03928,Mumbai,Singapore,Air,Automotive Parts,1024,0.5,6706,40FT,98.99,Normal,Carrier_D,16,218910
SHP03929,Bengaluru,Jebel Ali,Air,Pharmaceuticals,2108,4.93,1741,AIR_CARGO,114.04,Normal,Carrier_D,2,149562
SHP03930,Chennai,Rotterdam,Sea,Machinery,4002,5.26,8502,40FT_HC,81.79,Normal,Carrier_B,18,62091
SHP03931,Chennai,Shanghai,Road,Chemicals,3834,8.85,8944,40FT,88.17,Normal,Carrier_C,21,95312
SHP03932,Hyderabad,Dubai,Sea,Pharmaceuticals,1587,0.5,632,20FT,98.48,Normal,Carrier_E,3,31677
SHP03933,Delhi,Colombo,Sea,Chemicals,1746,3.88,3611,20FT,81.86,Peak,Carrier_D,12,50780
SHP03934,Kolkata,Dubai,Sea,Chemicals,1561,4.31,1559,LCL,103.43,Normal,Carrier_E,8,43993
SHP03935,Bengaluru,Shanghai,Sea,Electronics,2080,5.83,11980,AIR_CARGO,91.15,Normal,Carrier_E,23,93422
SHP03936,Kolkata,Jebel Ali,Sea,Food Products,1822,0.5,7323,40FT_HC,112.98,Off_Peak,Carrier_E,15,79586
SHP03937,Kolkata,Los Angeles,Sea,Chemicals,1618,5.78,5856,AIR_CARGO,100.19,Normal,Carrier_A,12,67329
SHP03938,Kolkata,Singapore,Sea,Pharmaceuticals,2286,8.08,5825,20FT,89.52,Normal,Carrier_E,13,54516
SHP03939,Ahmedabad,Los Angeles,Sea,Pharmaceuticals,2566,2.28,11595,40FT_HC,103.78,Peak,Carrier_B,21,124772
SHP03940,Pune,Los Angeles,Sea,Pharmaceuticals,5068,16.01,8088,40FT,108.55,Normal,Carrier_A,14,94506
SHP03941,Hyderabad,Shanghai,Air,Machinery,785,2.62,2440,LCL,107.02,Peak,Carrier_A,2,130107
SHP03942,Kolkata,Singapore,Road,Automotive Parts,5522,12.91,5654,20FT,85.51,Normal,Carrier_D,12,83028
SHP03943,Pune,Hamburg,Sea,Chemicals,1538,5.93,9403,LCL,91.68,Normal,Carrier_C,23,75545
SHP03944,Pune,Colombo,Sea,Furniture,8378,26.43,5369,AIR_CARGO,93.09,Normal,Carrier_C,8,67384
SHP03945,Hyderabad,Rotterdam,Sea,Chemicals,3872,8.66,4060,40FT_HC,90.54,Peak,Carrier_D,9,69493
SHP03946,Chennai,Los Angeles,Sea,Chemicals,3568,6.52,11899,AIR_CARGO,87.43,Normal,Carrier_C,23,88942
SHP03947,Ahmedabad,Dubai,Air,Furniture,2337,13.89,11260,LCL,105.11,Peak,Carrier_E,22,408360
SHP03948,Bengaluru,Hamburg,Sea,Electronics,9557,22.06,11328,20FT,75.49,Peak,Carrier_B,25,84722
SHP03949,Hyderabad,Hamburg,Sea,Chemicals,2451,7.3,2014,LCL,86.74,Normal,Carrier_E,4,36199
SHP03950,Delhi,Jebel Ali,Sea,Machinery,6679,15.21,3194,20FT,80.66,Off_Peak,Carrier_C,4,42068
SHP03951,Pune,Los Angeles,Sea,Textiles,1721,0.5,5584,LCL,80.15,Normal,Carrier_C,11,39012
SHP03952,Kolkata,Los Angeles,Air,Food Products,3983,8.25,10069,AIR_CARGO,86.08,Normal,Carrier_B,19,267582
SHP03953,Pune,London,Road,Pharmaceuticals,8586,24.89,8974,LCL,105.49,Peak,Carrier_A,14,172158
SHP03954,Ahmedabad,Shanghai,Sea,Chemicals,1441,0.5,10271,40FT,113.78,Peak,Carrier_A,21,123898
SHP03955,Delhi,Jebel Ali,Sea,Electronics,3440,13.46,11089,AIR_CARGO,95.58,Peak,Carrier_B,20,110914
SHP03956,Chennai,Hamburg,Road,Machinery,1580,6.82,9479,LCL,88.56,Off_Peak,Carrier_A,19,91507
SHP03957,Chennai,Hamburg,Road,Chemicals,3305,3.85,3510,LCL,108.17,Normal,Carrier_C,8,65858
SHP03958,Mumbai,London,Sea,Furniture,8562,15.57,3783,40FT_HC,77.68,Normal,Carrier_A,7,46115
SHP03959,Kolkata,Rotterdam,Sea,Electronics,1363,0.5,4554,AIR_CARGO,78.73,Normal,Carrier_C,12,43941
SHP03960,Mumbai,New York,Sea,Textiles,2767,4.95,3985,40FT_HC,88.81,Normal,Carrier_D,9,54431
SHP03961,Ahmedabad,Dubai,Sea,Automotive Parts,1453,0.5,3365,AIR_CARGO,92.94,Off_Peak,Carrier_E,8,35464
SHP03962,Delhi,New York,Sea,Chemicals,2299,10.35,9154,20FT,106.91,Normal,Carrier_A,20,90463
SHP03963,Pune,Los Angeles,Sea,Machinery,3744,4.18,891,AIR_CARGO,112.01,Normal,Carrier_D,4,56364
SHP03964,Bengaluru,Singapore,Sea,Electronics,2060,1.34,8877,AIR_CARGO,96.25,Off_Peak,Carrier_A,18,76135
SHP03965,Mumbai,Jebel Ali,Sea,Furniture,6954,22.63,9971,LCL,94.83,Normal,Carrier_D,18,94755
SHP03966,Chennai,Los Angeles,Air,Electronics,3423,7.1,1260,40FT,83.52,Normal,Carrier_B,2,100328
SHP03967,Kolkata,Rotterdam,Sea,Chemicals,1058,4.2,1211,AIR_CARGO,93.05,Normal,Carrier_D,5,36215
SHP03968,Pune,New York,Sea,Electronics,3078,9.19,3783,40FT_HC,111.95,Normal,Carrier_C,7,71408
SHP03969,Delhi,Los Angeles,Sea,Automotive Parts,6463,9.57,2896,40FT,90.72,Peak,Carrier_B,9,67684
SHP03970,Hyderabad,Dubai,Sea,Electronics,3557,11.68,7183,AIR_CARGO,83.43,Off_Peak,Carrier_B,15,58048
SHP03971,Ahmedabad,Hamburg,Road,Pharmaceuticals,2962,9.51,8268,40FT,88.49,Peak,Carrier_C,18,105168
SHP03972,Ahmedabad,Shanghai,Sea,Food Products,2060,7.51,7793,20FT,95.58,Normal,Carrier_A,14,71601
SHP03973,Chennai,Colombo,Sea,Pharmaceuticals,2347,2.87,4609,40FT,98.94,Normal,Carrier_B,8,65714
SHP03974,Hyderabad,Los Angeles,Air,Food Products,2518,7.14,6232,20FT,92.3,Normal,Carrier_A,17,193945
SHP03975,Ahmedabad,Rotterdam,Sea,Electronics,510,0.52,7860,40FT,105.34,Normal,Carrier_E,16,86343
SHP03976,Bengaluru,Jebel Ali,Road,Furniture,3379,8.42,1873,40FT,98.38,Off_Peak,Carrier_D,7,53928
SHP03977,Pune,Singapore,Sea,Furniture,4779,8.27,3139,40FT_HC,101.6,Normal,Carrier_D,5,70437
SHP03978,Kolkata,Dubai,Sea,Chemicals,1537,2.9,10741,40FT_HC,109.52,Normal,Carrier_C,21,108407
SHP03979,Pune,London,Sea,Furniture,2908,10.83,4437,LCL,109.63,Peak,Carrier_C,13,70859
